"","Hospital Name","City","State","County Name","Heart Attack Mortality","Heart Attack Readmission","Heart Failure Mortality","Heart Failure Readmission","Pneumonia Mortality","Pneumonia Readmission"
"4476","WHEELING HOSPITAL","WHEELING","WV","OHIO","236","271","255","293","465","503"
"4477","ST JOSEPH HOSPITAL","BUCKHANNON","WV","UPSHUR","16","13","51","52","80","89"
"4478","CABELL-HUNTINGTON HOSPITAL INC","HUNTINGTON","WV","CABELL","46","34","166","221","231","244"
"4479","CAMDEN CLARK MEDICAL CENTER","PARKERSBURG","WV","WOOD","333","270","529","634","718","733"
"4480","CHARLESTON SURGICAL HOSPITAL","CHARLESTON","WV","KANAWHA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4481","MARTINSBURG VA MEDICAL CENTER","MARTINSBURG                   ","WV","HUMBOLDT","30","25","139","168","260","288"
"4482","BECKLEY ARH HOSPITAL","BECKLEY","WV","RALEIGH","46","22","175","196","151","168"
"4483","RALEIGH GENERAL HOSPITAL","BECKLEY","WV","RALEIGH","198","167","377","448","379","380"
"4484","BLUEFIELD REGIONAL MEDICAL CENTER","BLUEFIELD","WV","MERCER","103","59","229","279","237","241"
"4485","WETZEL COUNTY HOSPITAL","NEW MARTINSVILLE","WV","WETZEL","44","33","81","95","153","148"
"4486","WILLIAMSON MEMORIAL HOSPITAL","WILLIAMSON","WV","MINGO","31","10","97","134","89","87"
"4487","SUMMERSVILLE REGIONAL MEDICAL CENTER","SUMMERSVILLE","WV","NICHOLAS","21","16","73","77","163","158"
"4488","CAMC TEAYS VALLEY HOSPITAL","HURRICANE","WV","PUTNAM","27","14","104","119","131","143"
"4489","WELCH COMMUNITY HOSPITAL","WELCH","WV","MCDOWELL","4","3","20","24","64","61"
"4490","BROADDUS HOSPITAL ASSOCIATION, INC","PHILIPPI","WV","BARBOUR","Not Available","Not Available","20","22","37","38"
"4491","WEBSTER COUNTY MEMORIAL HOSPITAL","WEBSTER SPRINGS","WV","WEBSTER","1","2","16","18","50","76"
"4492","MINNIE HAMILTON HEALTH CARE CENTER","GRANTSVILLE","WV","CALHOUN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4493","SISTERSVILLE GENERAL HOSPITAL","SISTERSVILLE","WV","TYLER","4","1","19","26","31","34"
"4494","ROANE GENERAL HOSPITAL","SPENCER","WV","ROANE","11","11","14","17","70","71"
"4495","GRAFTON CITY HOSPITAL","GRAFTON","WV","TAYLOR","3","4","28","35","76","80"
"4496","BRAXTON COUNTY MEMORIAL HOSPITAL","GASSAWAY","WV","BRAXTON","7","5","35","40","69","83"
"4497","WAR MEMORIAL HOSPITAL INC","BERKELEY SPRINGS","WV","MORGAN","5","3","43","49","73","82"
"4498","SUMMERS COUNTY ARH HOSPITAL","HINTON","WV","SUMMERS","19","13","63","68","71","74"
"4499","HAMPSHIRE MEMORIAL HOSPITAL","ROMNEY","WV","HAMPSHIRE","3","2","27","27","27","23"
"4500","PRESTON MEMORIAL HOSPITAL","KINGWOOD","WV","PRESTON","9","7","49","58","70","76"
"4501","BOONE MEMORIAL HOSPITAL","MADISON","WV","BOONE","5","5","35","42","86","105"
"4502","POCAHONTAS MEMORIAL HOSPITAL","BUCKEYE","WV","POCAHONTAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4503","POTOMAC VALLEY HOSPITAL","KEYSER","WV","MINERAL","25","14","66","76","79","77"
"4504","GRANT MEMORIAL HOSPITAL","PETERSBURG","WV","GRANT","24","12","114","138","86","84"
"4505","PLATEAU MEDICAL CENTER","OAK HILL","WV","FAYETTE","26","15","127","155","113","108"
"4506","MONTGOMERY GENERAL HOSPITAL, INC","MONTGOMERY","WV","FAYETTE","24","19","51","64","130","151"
"4507","JEFFERSON MEMORIAL HOSPITAL","RANSON","WV","JEFFERSON","12","5","66","75","105","111"
"4508","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","STEVENS POINT","WI","PORTAGE","35","23","166","184","238","265"
"4509","MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC","LA CROSSE","WI","LA CROSSE","138","118","222","241","267","281"
"4510","WAUKESHA MEMORIAL HOSPITAL","WAUKESHA","WI","WAUKESHA","268","262","736","867","600","602"
"4511","ST ELIZABETH HSPTL","APPLETON","WI","OUTAGAMIE","90","89","125","141","145","155"
"4512","LAKEVIEW MED CENTER","RICE LAKE","WI","BARRON","24","14","120","133","131","143"
"4513","SACRED HEART HSPTL","EAU CLAIRE","WI","EAU CLAIRE","192","188","218","248","267","282"
"4514","ST JOSEPHS HSPTL","CHIPPEWA FALLS","WI","CHIPPEWA","19","13","75","84","124","138"
"4515","MINISTRY ST MARYS HOSPITAL","RHINELANDER","WI","ONEIDA","33","23","149","187","171","171"
"4516","UNITED HSPTL SYS","KENOSHA","WI","KENOSHA","149","142","500","577","411","409"
"4517","COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC","MEQUON","WI","OZAUKEE","243","245","402","439","344","361"
"4518","THE MONROE CLINIC","MONROE","WI","GREEN","47","35","166","180","311","329"
"4519","TOMAH VA MEDICAL CENTER","TOMAH                         ","WI","MONROE","3","Not Available","43","45","48","53"
"4520","ASPIRUS WAUSAU HOSPITAL","WAUSAU","WI","MARATHON","269","301","562","686","370","372"
"4521","RIVERVIEW HSPTL ASSOC","WISCONSIN RAPIDS","WI","WOOD","38","27","154","167","120","123"
"4522","AURORA MED CTR MANITOWOC CTY","TWO RIVERS","WI","MANITOWOC","74","62","105","114","124","124"
"4523","AURORA SHEBOYGAN MEM MED CTR","SHEBOYGAN","WI","SHEBOYGAN","68","62","191","213","166","183"
"4524","MINISTRY SAINT JOSEPH'S HOSPITAL","MARSHFIELD","WI","WOOD","359","361","416","473","300","312"
"4525","AURORA MED CENTER-WASHINGTON COUNTY","HARTFORD","WI","WASHINGTON","74","62","140","151","140","140"
"4526","MILWAUKEE VA MEDICAL CENTER","MILWAUKEE                     ","WI","MILWAUKEE","76","94","338","444","193","215"
"4527","DIVINE SAVIOR HLTHCARE","PORTAGE","WI","COLUMBIA","13","7","105","113","164","168"
"4528","ST NICHOLAS HOSPITAL","SHEBOYGAN","WI","SHEBOYGAN","51","46","134","148","136","140"
"4529","THEDA CLARK MED CTR","NEENAH","WI","WINNEBAGO","70","62","176","207","106","121"
"4530","MERCY MED CTR OF OSHKOSH","OSHKOSH","WI","WINNEBAGO","60","54","121","155","117","124"
"4531","BELLIN MEMORIAL HSPTL","GREEN BAY","WI","BROWN","269","326","270","335","132","143"
"4532","MADISON VA MEDICAL CENTER","MADISON                       ","WI","DANE","127","137","244","325","182","207"
"4533","COLUMBIA ST MARY'S HOSPITAL MILWAUKEE","MILWAUKEE","WI","MILWAUKEE","173","181","361","451","301","310"
"4534","ST CLARE HSPTL HLTH SVCS","BARABOO","WI","SAUK","10","5","95","105","153","161"
"4535","AURORA MEMORIAL HSPTL BURLINGTON","BURLINGTON","WI","RACINE","51","42","153","196","202","224"
"4536","OCONOMOWOC MEM HSPTL","OCONOMOWOC","WI","WAUKESHA","48","47","150","167","181","185"
"4537","ST JOSEPHS COM HSPTL WEST BEND","WEST BEND","WI","WASHINGTON","31","23","161","184","221","231"
"4538","MERCY HLTH SYS CORP","JANESVILLE","WI","ROCK","188","172","327","360","353","376"
"4539","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE","WI","EAU CLAIRE","238","260","428","508","295","300"
"4540","FORT HEALTHCARE","FORT ATKINSON","WI","JEFFERSON","31","25","148","152","164","164"
"4541","ST VINCENT HSPTL","GREEN BAY","WI","BROWN","217","246","243","288","151","151"
"4542","BEAVER DAM COM HSPTL","BEAVER DAM","WI","DODGE","27","19","113","140","167","173"
"4543","WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS","MILWAUKEE","WI","MILWAUKEE","149","133","314","366","244","243"
"4544","ST MARY'S HOSPITAL","MADISON","WI","DANE","370","432","531","632","542","588"
"4545","GUNDERSEN LUTH MED CTR","LA CROSSE","WI","LA CROSSE","313","319","191","247","207","242"
"4546","ST AGNES HSPTL","FOND DU LAC","WI","FOND DU LAC","160","170","194","216","276","278"
"4547","MERITER HSPTL","MADISON","WI","DANE","300","324","522","630","428","481"
"4548","HOWARD YOUNG MED CTR","WOODRUFF","WI","ONEIDA","42","30","141","153","153","161"
"4549","SAUK PRAIRIE MEM HSPTL","PRAIRIE DU SAC","WI","SAUK","11","4","60","69","69","69"
"4550","WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS","RACINE","WI","RACINE","225","216","626","742","445","455"
"4551","ST MARYS HSPTL MED CTR","GREEN BAY","WI","BROWN","102","95","180","197","108","109"
"4552","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","MADISON","WI","DANE","327","367","312","420","322","388"
"4553","BELOIT MEM HSPTL","BELOIT","WI","ROCK","135","130","281","318","188","183"
"4554","AURORA LAKELAND MED CTR","ELKHORN","WI","WALWORTH","45","26","154","178","242","252"
"4555","COMMUNITY MEMORIAL HSPTL","MENOMONEE FALLS","WI","WAUKESHA","190","187","337","389","387","405"
"4556","HOLY FAMILY MEMORIAL INC","MANITOWOC","WI","MANITOWOC","98","88","178","193","156","146"
"4557","MILE BLUFF MEDICAL CENTER, INC","MAUSTON","WI","JUNEAU","20","11","76","91","146","155"
"4558","BAY AREA MED CTR","MARINETTE","WI","MARINETTE","198","157","300","327","242","254"
"4559","UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR","WATERTOWN","WI","DODGE","37","32","108","120","199","217"
"4560","WHEATON FRANCISCAN, INC- ST JOSEPH","MILWAUKEE","WI","MILWAUKEE","201","207","343","427","164","184"
"4561","AURORA ST LUKES MEDICAL CENTER","MILWAUKEE","WI","MILWAUKEE","1019","1202","1550","1940","1038","1086"
"4562","AURORA WEST ALLIS MEDICAL CENTER","WEST ALLIS","WI","MILWAUKEE","162","113","367","394","427","435"
"4563","APPLETON MED CTR","APPLETON","WI","OUTAGAMIE","182","212","309","366","288","316"
"4564","FROEDTERT MEM LUTHERAN HSPTL","MILWAUKEE","WI","MILWAUKEE","159","168","414","530","369","433"
"4565","AURORA MED CTR KENOSHA","KENOSHA","WI","KENOSHA","27","19","126","147","227","233"
"4566","AURORA BAYCARE MED CTR","GREEN BAY","WI","BROWN","86","142","122","147","95","111"
"4567","ORTHOPAEDIC HSPTL OF WI","GLENDALE","WI","MILWAUKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4568","COLUMBIA CENTER","MEQUON","WI","OZAUKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4569","OAK LEAF SURGCL HSPTL","EAU CLAIRE","WI","EAU CLAIRE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4570","AURORA MED CTR OSHKOSH","OSHKOSH","WI","WINNEBAGO","51","37","133","143","156","162"
"4571","ST CLARE'S HOSPITAL OF WESTON INC","WESTON","WI","MARATHON","192","230","139","184","80","89"
"4572","WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC","FRANKLIN","WI","MILWAUKEE","8","5","44","52","46","51"
"4573","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL, LLC","FRANKLIN","WI","MILWAUKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4574","AURORA MEDICAL CENTER","SUMMIT","WI","WAUKESHA","19","19","26","26","29","36"
"4575","AURORA MEDICAL CENTER","GRAFTON","WI","OZAUKEE","15","11","27","27","25","22"
"4576","MINISTRY EAGLE RIVER MEM HSPTL","EAGLE RIVER","WI","VILAS","9","7","47","54","67","70"
"4577","MAYO CLINIC HEALTH SYSTEM-OAKRIDGE, INC","OSSEO","WI","TREMPEALEAU","2","1","11","13","18","21"
"4578","WILD ROSE COM MEM HOSPITAL, INC","WILD ROSE","WI","WAUSHARA","3","2","38","48","51","49"
"4579","ST JOSEPHS HLTH SVCS","HILLSBORO","WI","VERNON","4","2","21","24","41","43"
"4580","MAYO CLINIC HLTH SYSTM, FRANCISCAN HLTHCARE-SPARTA","SPARTA","WI","MONROE","Not Available","Not Available","24","23","55","63"
"4581","AMERY REG MED CTR","AMERY","WI","POLK","15","10","63","63","118","109"
"4582","MOUNDVIEW MEM HSPTL AND CLINICS","FRIENDSHIP","WI","ADAMS","2","1","36","38","40","41"
"4583","COMMUNITY MEM HSPTL","OCONTO FALLS","WI","OCONTO","18","19","87","95","56","58"
"4584","OUR LADY OF VICTORY HSPTL","STANLEY","WI","CHIPPEWA","9","5","54","54","54","57"
"4585","MEMORIAL HSPTL LAFAYETTE CTY","DARLINGTON","WI","LAFAYETTE","7","6","21","27","67","77"
"4586","SACRED HEART HSPTL","TOMAHAWK","WI","LINCOLN","6","2","51","60","78","78"
"4587","MAYO CLINIC HEALTH SYSTEM- CHIPPEWA VALLEY, INC","BLOOMER","WI","CHIPPEWA","3","2","16","16","33","31"
"4588","MAYO CLINIC HEALTH SYSTEM - NORTHLAND, INC","BARRON","WI","BARRON","17","12","38","47","68","68"
"4589","TRI COUNTY MEM HSPTL","WHITEHALL","WI","TREMPEALEAU","10","6","34","34","69","65"
"4590","CALUMET MEDICAL CTR","CHILTON","WI","CALUMET","15","11","39","38","45","43"
"4591","LADD MEMORIAL HOSPTIAL, INC","OSCEOLA","WI","POLK","5","2","23","25","26","27"
"4592","EDGERTON HOSPITAL AND HEALTH SERVICES","EDGERTON","WI","ROCK","9","5","24","27","42","41"
"4593","TOMAH MEM HSPTL","TOMAH","WI","MONROE","36","27","53","54","86","95"
"4594","RIPON MED CTR","RIPON","WI","FOND DU LAC","8","8","40","51","73","76"
"4595","GRANT REG HLTH CTR","LANCASTER","WI","GRANT","6","4","24","26","42","39"
"4596","MEMORIAL MEDICAL CTR","NEILLSVILLE","WI","CLARK","14","9","31","46","30","31"
"4597","MEMORIAL HEALTH CTR","MEDFORD","WI","TAYLOR","12","10","38","40","65","65"
"4598","FLAMBEAU HSPTL","PARK FALLS","WI","PRICE","12","10","47","57","59","61"
"4599","NEW LONDON FAMILY MED CTR","NEW LONDON","WI","OUTAGAMIE","17","14","56","64","64","60"
"4600","WAUPUN MEM HSPTL","WAUPUN","WI","DODGE","7","5","50","53","90","88"
"4601","RUSK COUNTY MEM HSPTL","LADYSMITH","WI","RUSK","15","11","40","47","40","40"
"4602","ST MARYS HSPTL SUPERIOR","SUPERIOR","WI","DOUGLAS","7","5","30","37","42","47"
"4603","PRAIRIE DU CHIEN MEM HSPTL","PRAIRIE DU CHIEN","WI","CRAWFORD","16","11","53","63","99","106"
"4604","BURNETT MED CTR","GRANTSBURG","WI","BURNETT","2","3","29","38","40","47"
"4605","SPOONER HEALTH SYS","SPOONER","WI","WASHBURN","6","5","41","46","68","68"
"4606","BLACK RIVER MEM HSPTL","BLACK RIVER FALLS","WI","JACKSON","12","9","34","43","57","70"
"4607","RIVERSIDE MEDICAL CENTER","WAUPACA","WI","WAUPACA","27","22","115","122","149","150"
"4608","HUDSON HOSPITAL","HUDSON","WI","SAINT CROIX","10","8","42","55","73","77"
"4609","HAYWARD AREA MEMORIAL HOSPITAL","HAYWARD","WI","SAWYER","8","9","52","60","97","104"
"4610","ST CROIX REG MED CTR","SAINT CROIX FALLS","WI","POLK","46","28","78","108","134","154"
"4611","COLUMBUS COM HSPTL","COLUMBUS","WI","COLUMBIA","3","3","63","69","123","120"
"4612","GOOD SAMARITAN HLTH CTR","MERRILL","WI","LINCOLN","11","10","35","42","66","66"
"4613","MAYO CLINIC HEALTH SYSTEM - RED CEDAR, INC","MENOMONIE","WI","DUNN","19","12","108","127","94","87"
"4614","RICHLAND HSPTL","RICHLAND CENTER","WI","RICHLAND","23","15","98","110","121","129"
"4615","INDIANHEAD MED CTR","SHELL LAKE","WI","WASHBURN","8","2","44","49","57","55"
"4616","STOUGHTON HOSPITAL","STOUGHTON","WI","DANE","4","3","40","42","103","110"
"4617","BOSCOBEL AREA HEALTH CARE","BOSCOBEL","WI","GRANT","2","1","19","20","29","29"
"4618","WESTFIELDS HOSPITAL","NEW RICHMOND","WI","SAINT CROIX","8","5","61","66","76","79"
"4619","SHAWANO MED CTR","SHAWANO","WI","SHAWANO","16","14","80","96","172","180"
"4620","BALDWIN AREA MED CTR","BALDWIN","WI","SAINT CROIX","9","7","42","44","108","119"
"4621","VERNON MEM HSPTL","VIROQUA","WI","VERNON","6","4","38","38","104","105"
"4622","RIVER FALLS AREA HSPTL","RIVER FALLS","WI","PIERCE","14","9","49","63","79","75"
"4623","LANGLADE HOSPITAL","ANTIGO","WI","LANGLADE","21","16","68","79","105","102"
"4624","REEDSBURG AREA MED CTR","REEDSBURG","WI","SAUK","7","4","94","106","152","167"
"4625","UPLAND HILLS HLTH","DODGEVILLE","WI","IOWA","7","7","55","66","77","77"
"4626","CUMBERLAND MEMORIAL HOSPITAL","CUMBERLAND","WI","BARRON","4","1","26","27","115","126"
"4627","SOUTHWEST HEALTH CENTER INC","PLATTEVILLE","WI","GRANT","8","6","39","46","72","76"
"4628","BERLIN MEMORIAL HOSPITAL","BERLIN","WI","GREEN LAKE","19","15","68","75","83","89"
"4629","OCONTO HOSPITAL & MEDICAL CENTER, INC","OCONTO","WI","OCONTO","Not Available","Not Available","3","5","7","8"
"4630","MERCY WALWORTH HOSPITAL & MEDICAL CENTER","LAKE GENEVA","WI","WALWORTH","Not Available","Not Available","11","14","20","21"
"4631","MINISTRY DOOR COUNTY MEDICAL CENTER","STURGEON BAY","WI","DOOR","13","8","144","175","150","160"
"4632","MEMORIAL MED CTR","ASHLAND","WI","ASHLAND","70","52","98","113","167","176"
"4633","CAMPBELL COUNTY MEMORIAL HOSPITAL","GILLETTE","WY","CAMPBELL","13","13","93","117","122","128"
"4634","SHERIDAN MEMORIAL HOSPITAL","SHERIDAN","WY","SHERIDAN","33","17","80","78","194","190"
"4635","RIVERTON MEMORIAL HOSPITAL","RIVERTON","WY","FREMONT","14","7","62","72","103","114"
"4636","LANDER REGIONAL HOSPITAL","LANDER","WY","FREMONT","9","10","66","82","124","133"
"4637","MEMORIAL HOSPITAL SWEETWATER COUNTY","ROCK SPRINGS","WY","SWEETWATER","9","5","60","62","49","51"
"4638","WYOMING MEDICAL CENTER","CASPER","WY","NATRONA","301","343","299","340","401","420"
"4639","CHEYENNE REGIONAL MEDICAL CENTER","CHEYENNE","WY","LARAMIE","226","226","344","381","406","421"
"4640","ST JOHNS MEDICAL CENTER","JACKSON","WY","TETON","9","6","40","49","56","56"
"4641","IVINSON MEMORIAL HOSPITAL","LARAMIE","WY","ALBANY","15","13","39","42","141","145"
"4642","EVANSTON REGIONAL HOSPITAL","EVANSTON","WY","UINTA","4","2","16","18","37","47"
"4643","MOUNTAIN VIEW REGIONAL HOSPITAL","CASPER","WY","NATRONA","Not Available","1","5","5","24","25"
"4644","CHEYENNE VA MEDICAL CENTER","CHEYENNE                      ","WY","LARAMIE","11","6","72","86","89","97"
"4645","SHERIDAN VA MEDICAL CENTER","SHERIDAN                      ","WY","SHERIDAN","7","5","29","40","42","39"
"4646","SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL","BASIN","WY","BIG HORN","1","Not Available","6","6","24","27"
"4647","MEMORIAL HOSPITAL OF CONVERSE COUNTY","DOUGLAS","WY","CONVERSE","5","2","23","25","54","51"
"4648","WESTON COUNTY HEALTH SERVICES","NEWCASTLE","WY","WESTON","4","4","17","19","31","28"
"4649","HOT SPRINGS COUNTY MEMORIAL HOSPITAL","THERMOPOLIS","WY","HOT SPRINGS","6","2","48","50","48","44"
"4650","PLATTE COUNTY MEMORIAL HOSPITAL","WHEATLAND","WY","PLATTE","6","5","23","31","68","79"
"4651","WASHAKIE MEDICAL CENTER","WORLAND","WY","WASHAKIE","7","6","41","48","44","48"
"4652","COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","7","5","32","39","69","72"
"4653","JOHNSON COUNTY HEALTHCARE CENTER","BUFFALO","WY","JOHNSON","10","1","21","28","42","41"
"4654","NORTH BIG HORN HOSPITAL DISTRICT","LOVELL","WY","BIG HORN","6","13","24","32","46","41"
"4655","POWELL VALLEY HOSPITAL","POWELL","WY","PARK","7","4","31","34","36","32"
"4656","CROOK COUNTY MEDICAL SERVICES DISTRCT","SUNDANCE","WY","CROOK","2","2","14","14","20","19"
"4657","WEST PARK HOSPITAL DISTRICT","CODY","WY","PARK","16","9","56","65","127","128"
"4658","STAR VALLEY MEDICAL CENTER","AFTON","WY","LINCOLN","5","6","14","17","47","50"
"4659","NIOBRARA HEALTH & LIFE CENTER","LUSK","WY","NIOBRARA","2","4","3","2","22","23"
"4660","SOUTH LINCOLN MEDICAL CENTER - CAH","KEMMERER","WY","LINCOLN","Not Available","Not Available","4","3","10","9"
"4661","MEMORIAL HOSPITAL OF CARBON COUNTY","RAWLINS","WY","CARBON","2","Not Available","47","50","67","77"
"4662","GUAM MEMORIAL HOSPITAL AUTHORITY","TAMUNING","GU","GUAM","118","107","136","150","136","124"
"4663","SOUTH HAMPTON COMMUNITY HOSPITAL","DALLAS","TX","DALLAS","9","8","100","120","63","70"
"4664","ST MARKS MEDICAL CENTER","LA GRANGE","TX","FAYETTE","25","13","167","172","267","277"
"4665","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","KINGWOOD","TX","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4666","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","AUSTIN","TX","TRAVIS","13","13","32","38","63","63"
"4667","HOUSTON PHYSICIANS' HOSPITAL","WEBSTER","TX","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4668","MAYHILL HOSPITAL","DENTON","TX","DENTON","Not Available","Not Available","Not Available","Not Available","1","1"
"4669","FOUNDATION SURGICAL HOSPITAL","BELLAIRE","TX","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"4670","DOCTORS DIAGNOSTIC HOSPITAL","CLEVELAND","TX","LIBERTY","Not Available","Not Available","7","14","1","2"
"4671","UNIVERSITY GENERAL HOSPITAL","HOUSTON","TX","HARRIS","2","3","19","21","15","16"
"4672","METHODIST MANSFIELD MEDICAL CENTER","MANSFIELD","TX","TARRANT","125","120","189","225","181","194"
"4673","NORTH CYPRESS MEDICAL CENTER","CYPRESS","TX","HARRIS","163","153","317","365","402","415"
"4674","THE HEART HOSPITAL BAYLOR PLANO","PLANO","TX","COLLIN","131","182","250","311","12","11"
"4675","FIRST STREET HOSPITAL LP","BELLAIRE","TX","HARRIS","Not Available","Not Available","Not Available","1","1","1"
"4676","ST LUKE'S PATIENTS MEDICAL CENTER","PASADENA","TX","HARRIS","32","23","144","178","137","145"
"4677","SCOTT & WHITE HOSPITAL-ROUND ROCK","ROUND ROCK","TX","WILLIAMSON","62","55","103","131","151","175"
"4678","SETON MEDICAL CENTER WILLIAMSON","ROUND ROCK","TX","WILLIAMSON","99","109","134","169","170","186"
"4679","CEDAR PARK REGIONAL MEDICAL CENTER","CEDAR PARK","TX","WILLIAMSON","16","9","67","101","132","147"
